order_id,customer_id,order_date,ship_date,state,product_category,quantity,unit_price,discount,returned,payment_status
101787,C00297,2025-11-06,2025-11-11,FL,Books,6,247.71,0.2,False,Pending
101788,C01419,2025-07-13,2025-07-15,TX,Electronics,2,851.39,0.2,False,Paid
101789,C02260,2025-01-11,2025-01-18,AZ,Clothing,6,220.16,0.1,False,Paid
101790,C01753,2025-09-13,2025-09-21,TX,Electronics,4,993.83,0.2,False,Paid
101791,C02643,2025-10-11,2025-10-20,AZ,Sports,7,571.48,0.0,False,Paid
101792,C01032,2025-04-19,,TX,Furniture,1,349.49,0.05,False,Pending
101793,C00835,2025-02-12,2025-02-15,TX,Clothing,3,547.51,0.15,False,Paid
101794,C01434,2025-02-21,2025-02-24,OR,Books,6,1055.11,0.15,False,Paid
101795,C00607,2025-11-03,2025-11-10,TX,Sports,7,1362.97,0.0,False,Paid
101796,C02926,2025-06-13,2025-06-18,CA,Books,4,26.81,0.05,False,Paid
101797,C00558,2025-07-13,2025-07-14,CA,Sports,1,260.09,0.0,False,Paid
101798,C01437,2025-12-17,2025-12-26,WA,Clothing,5,1061.54,0.0,False,Pending
101799,C01566,2025-01-23,2025-01-24,OR,Electronics,4,857.41,0.0,False,Paid
101800,C00172,2025-03-17,2025-03-26,CA,Electronics,6,485.58,0.2,False,Paid
101801,C01405,2025-11-01,2025-11-03,TX,Clothing,4,981.13,0.2,False,Paid
101802,C01364,2025-07-17,2025-07-22,NY,Clothing,7,1302.11,0.15,False,Paid
101803,C00779,2025-01-10,,WA,Clothing,1,394.39,0.0,False,Paid
101804,C00384,2025-09-14,2025-09-21,AZ,Books,5,733.65,0.15,False,Pending
101805,C00136,2025-02-20,2025-02-24,AZ,Electronics,6,40.94,0.1,False,Pending
101806,C00026,2025-10-13,2025-10-17,CA,Sports,3,1419.53,0.15,False,Paid
101807,C01444,2025-10-19,2025-10-24,CO,Sports,4,1204.45,0.1,False,Paid
101808,C00270,2025-10-28,2025-11-06,FL,Sports,5,762.58,0.0,False,Paid
101809,C02878,2025-06-19,2025-06-22,AZ,Furniture,4,1488.08,0.2,False,Paid
101810,C00734,2025-04-08,2025-04-10,OR,Clothing,3,338.13,0.2,False,Paid
101811,C01957,2025-11-18,2025-11-19,CA,Electronics,5,1118.52,0.2,False,Failed
101812,C02020,2025-07-23,2025-07-30,CO,Electronics,6,1156.56,0.15,False,Paid
101813,C01487,2025-08-20,2025-08-27,,Books,1,1247.98,0.2,False,Paid
101814,C02650,2025-02-19,2025-02-25,CA,Sports,7,1030.79,0.0,False,Paid
101815,C00332,2025-08-16,2025-08-17,TX,Books,2,293.98,0.1,False,Paid
101816,C00702,2025-07-31,2025-08-08,TX,Sports,1,146.09,0.05,False,Pending
101817,C00758,2025-04-17,2025-04-25,OR,Furniture,2,278.73,0.1,False,Paid
101818,C00407,2025-10-07,2025-10-16,OR,Books,1,1288.89,0.0,False,Paid
101819,C00885,2025-02-18,2025-02-27,OR,Sports,7,608.97,0.2,True,Pending
101820,C00938,2025-09-20,2025-09-23,AZ,Electronics,3,823.79,0.05,True,Paid
101821,C02294,2025-12-17,2025-12-24,CO,Electronics,6,47.81,0.0,False,Paid
101822,C00905,2025-07-27,2025-07-31,FL,Sports,2,742.23,0.0,False,Paid
101823,C02630,2025-02-08,2025-02-14,FL,Sports,4,619.81,0.0,False,Failed
101824,C02318,2025-07-21,2025-07-24,AZ,Electronics,3,806.49,0.15,False,Failed
101825,C02705,2025-07-13,2025-07-19,WA,Clothing,5,569.16,0.2,False,Pending
101826,C00316,2025-07-21,2025-07-30,NY,Books,7,122.41,0.0,False,Paid
101827,C02953,2025-04-10,2025-04-16,FL,Sports,5,75.5,0.0,False,Paid
101828,C01842,2025-08-17,2025-08-26,WA,Books,5,1425.2,0.2,False,Paid
101829,C02947,2025-04-07,2025-04-16,CO,Furniture,2,909.69,0.05,False,Paid
101830,C01065,2025-07-23,2025-07-25,TX,Electronics,1,968.66,0.0,True,Paid
101831,C02859,2025-08-06,2025-08-15,CA,Furniture,1,1373.97,0.0,False,Paid
101832,C01766,2025-08-24,2025-09-01,WA,Sports,3,830.78,0.15,False,Paid
101833,C00216,2025-10-19,2025-10-23,AZ,Books,4,927.17,0.0,False,Paid
101834,C01230,2025-11-19,2025-11-25,WA,Sports,1,789.33,0.1,False,Failed
101835,C00414,2025-10-11,2025-10-17,TX,Electronics,2,272.2,0.2,False,Paid
101836,C02823,2025-10-18,2025-10-26,AZ,Clothing,5,474.15,0.1,False,Paid
101837,C00914,2025-11-14,2025-11-22,TX,Electronics,7,1327.67,0.0,True,Paid
101838,C00667,2025-03-30,2025-03-31,TX,Sports,7,671.36,0.15,False,Paid
101839,C01659,2025-04-17,2025-04-18,CO,Clothing,2,314.18,0.1,False,Paid
101840,C01276,2025-07-14,2025-07-17,WA,Clothing,1,1243.78,0.05,False,Paid
101841,C00291,2025-06-19,2025-06-24,CA,Clothing,5,140.08,0.05,False,Paid
101842,C02449,2025-09-14,2025-09-22,OR,Sports,7,962.9,0.15,False,Pending
101843,C02537,2025-01-04,2025-01-10,FL,Electronics,3,1053.19,0.1,True,Paid
101844,C02229,2025-02-20,2025-02-22,AZ,Books,7,462.61,0.1,False,Paid
101845,C01850,2025-09-30,2025-10-07,CA,Clothing,6,258.66,0.15,False,Paid
101846,C01208,2025-10-28,2025-11-02,WA,Clothing,7,677.96,0.05,False,Paid
101847,C01627,2025-04-21,2025-04-25,NY,Furniture,7,1135.0,0.15,False,Paid
101848,C01563,2025-04-24,2025-05-01,FL,Electronics,1,1331.17,0.0,False,Paid
101849,C00496,2025-07-24,2025-07-27,NY,Sports,3,1224.85,0.1,True,Paid
101850,C00246,2025-06-24,2025-06-30,WA,Furniture,1,173.2,0.1,True,Paid
101851,C00760,2025-03-03,2025-03-05,AZ,Books,1,341.94,0.1,False,Paid
101852,C01363,2025-07-02,2025-07-06,CA,Sports,4,929.31,0.05,False,Paid
101853,C00481,2025-10-27,2025-11-02,AZ,Clothing,5,1067.77,0.0,False,Paid
101854,C00320,2025-09-24,2025-09-30,CO,Electronics,7,23.02,0.2,False,Paid
101855,C02555,2025-10-26,2025-11-04,FL,Clothing,1,222.43,0.1,True,Paid
101856,C01125,2025-08-23,2025-08-26,OR,Books,1,150.09,0.15,False,Paid
101857,C01753,2025-11-17,2025-11-26,OR,Clothing,1,518.25,0.2,False,Paid
101858,C01572,2025-04-02,2025-04-10,OR,Sports,7,1024.4,0.1,False,Paid
101859,C02205,2025-01-17,2025-01-21,TX,Electronics,5,1415.36,0.2,True,Paid
101860,C02219,2025-02-11,2025-02-13,TX,Clothing,4,143.39,,False,Paid
101861,C00888,2025-12-29,2026-01-01,FL,Sports,1,764.08,0.0,False,Paid
101862,C02543,2025-08-22,2025-08-28,NY,Clothing,3,564.98,0.2,False,Paid
101863,C01114,2025-04-01,2025-04-09,OR,Books,1,603.5,0.2,False,Paid
101864,C02505,2025-11-08,2025-11-14,OR,Clothing,1,111.39,0.1,False,Paid
101865,C01215,2025-04-23,2025-04-30,CA,Books,4,439.6,0.2,False,Pending
101866,C00333,2025-08-07,2025-08-08,AZ,Sports,4,386.16,0.15,False,Paid
101867,C02280,2025-04-02,2025-04-07,CO,Books,4,1080.26,0.2,False,Paid
101868,C00091,2025-02-04,2025-02-12,TX,Clothing,7,966.37,0.0,False,Paid
101869,C02317,2025-04-08,2025-04-12,WA,Clothing,7,958.1,0.2,False,Pending
101870,C00130,2025-03-25,2025-04-03,FL,Furniture,1,783.69,0.05,False,Pending
101871,C00621,2025-07-21,2025-07-23,CA,Sports,2,519.71,0.2,False,Paid
101872,C01810,2025-01-08,2025-01-17,CA,Books,4,373.25,0.2,False,Paid
101873,C02824,2025-03-29,2025-04-06,CO,Electronics,3,26.81,0.0,True,Paid
101874,C01226,2025-07-27,2025-08-02,TX,Books,4,230.41,0.15,False,Paid
101875,C00362,2025-05-24,2025-05-30,NY,Books,5,337.62,0.05,False,Pending
101876,C00699,2025-08-21,2025-08-30,CO,Sports,2,1463.59,0.05,True,Paid
101877,C02688,2025-08-28,2025-09-01,FL,Clothing,6,1455.97,0.2,False,Paid
101878,C02180,2025-12-19,2025-12-21,WA,Books,2,1153.82,0.1,False,Paid
101879,C00302,2025-11-02,2025-11-11,TX,Furniture,3,919.39,0.1,False,Pending
101880,C01155,2025-03-25,2025-03-26,,Sports,2,1006.52,0.05,False,Paid
101881,C00794,2025-09-10,2025-09-16,OR,Books,5,904.82,0.15,False,Paid
101882,C00534,2025-08-17,2025-08-20,CO,Books,5,973.78,0.05,False,Paid
101883,C02539,2025-08-05,2025-08-14,FL,Clothing,5,336.66,0.05,False,Paid
101884,C01853,2025-10-19,2025-10-28,CA,Furniture,4,1465.29,0.15,False,Pending
101885,C00539,2025-02-23,2025-02-28,WA,Books,3,1137.39,0.05,True,Paid
101886,C01952,2025-05-17,2025-05-22,FL,Sports,5,359.02,0.15,False,Paid
101887,C01241,2025-10-25,2025-10-30,FL,Sports,1,775.34,0.2,False,Paid
101888,C00185,2025-11-22,2025-11-26,FL,Sports,3,1185.93,0.15,False,Paid
101889,C01350,2025-01-14,2025-01-23,TX,Books,5,1367.63,0.05,False,Paid
101890,C00556,2025-06-22,2025-06-25,TX,Clothing,5,581.93,0.0,False,Paid
101891,C00736,2025-04-07,2025-04-16,TX,Clothing,2,730.76,0.1,True,Paid
101892,C02637,2025-03-03,2025-03-09,FL,Books,3,471.73,0.1,False,Paid
101893,C02131,2025-01-21,2025-01-30,CA,Clothing,3,571.1,0.05,False,Failed
101894,C00403,2025-07-16,2025-07-22,AZ,Furniture,7,349.29,0.05,False,Paid
101895,C02554,2025-09-01,2025-09-09,WA,Sports,5,54.57,0.2,False,Paid
101896,C01723,2025-07-13,2025-07-18,OR,Furniture,1,630.33,0.0,False,Paid
101897,C02623,2025-05-15,2025-05-20,TX,Electronics,2,711.16,0.05,False,Paid
101898,C02241,2025-10-09,2025-10-12,OR,Furniture,1,1172.05,0.05,False,Paid
101899,C01018,2025-08-26,2025-08-28,AZ,Electronics,2,788.71,0.2,False,Paid
101900,C01605,2025-11-28,2025-11-29,,Books,2,496.33,0.05,False,Paid
101901,C01593,2025-05-07,2025-05-11,NY,Books,4,700.23,0.05,False,Paid
101902,C02160,2025-03-29,2025-04-07,CA,Furniture,6,1196.24,0.05,False,Paid
101903,C00745,2025-06-16,2025-06-25,TX,Books,7,726.62,0.2,False,Paid
101904,C00999,2025-07-05,2025-07-12,FL,Sports,4,837.22,0.05,False,Paid
101905,C00735,2025-06-17,2025-06-21,NY,Books,6,267.77,0.05,False,Paid
101906,C00889,2025-10-31,2025-11-05,NY,Electronics,5,21.38,0.05,False,Paid
101907,C00484,2025-01-17,2025-01-24,TX,Electronics,3,1395.22,0.2,False,Pending
101908,C00110,2025-07-12,2025-07-13,TX,Books,5,409.27,0.15,False,Paid
101909,C02820,2025-06-07,2025-06-16,OR,Furniture,3,527.89,0.1,False,Paid
101910,C00223,2025-03-18,2025-03-26,TX,Clothing,3,181.12,0.05,False,Paid
101911,C02664,2025-08-22,2025-08-31,CO,Books,five,774.37,0.0,False,Pending
101912,C00010,2025-10-20,2025-10-21,WA,Furniture,7,1108.28,0.0,False,Pending
101913,C02332,2025-07-19,2025-07-28,FL,Electronics,5,1032.24,0.05,False,Paid
101914,C00985,2025-02-01,2025-02-07,TX,Sports,5,1284.85,0.15,False,Paid
101915,C01553,2025-01-28,2025-02-02,FL,Clothing,5,436.99,0.15,False,Paid
101916,C00847,2025-06-03,2025-06-05,TX,Electronics,6,478.85,0.15,False,Paid
101917,C01472,2025-09-01,2025-09-06,WA,Furniture,1,1448.7,0.15,False,Paid
101918,C01355,2025-04-25,2025-04-29,OR,Clothing,3,690.33,0.1,False,Paid
101919,C01589,2025-04-23,2025-05-02,CA,Books,1,1253.43,0.05,False,Paid
101920,C01180,2025-11-10,2025-11-14,CA,Furniture,five,921.14,0.15,False,Paid
101921,C01610,2025-01-06,2025-01-08,AZ,Clothing,3,279.49,0.0,False,Paid
101922,C02476,2025-01-30,2025-02-08,WA,Electronics,3,1436.58,0.0,False,Paid
101923,C01304,2025-02-26,2025-02-28,,Furniture,6,493.42,0.2,False,Paid
101924,C01084,2025-12-26,2026-01-04,FL,Furniture,2,966.27,0.1,False,Pending
101925,C00396,2025-07-01,2025-07-10,NY,Clothing,7,389.23,0.15,False,Paid
101926,C01079,2025-02-27,2025-03-02,FL,Sports,3,867.75,0.2,False,Paid
101927,C00377,2025-04-24,2025-05-01,CO,Electronics,2,816.26,0.15,False,Paid
101928,C00548,2025-12-20,2025-12-28,FL,Electronics,2,398.95,0.15,False,Paid
101929,C02856,2025-09-11,2025-09-16,WA,Sports,5,1483.27,0.1,False,Paid
101930,C00269,2025-03-23,2025-03-30,WA,Furniture,7,219.62,0.05,False,Paid
101931,C01446,2025-03-29,2025-03-31,AZ,Sports,7,670.09,0.05,False,Paid
101932,C02503,2025-01-28,2025-02-02,OR,Electronics,2,56.75,0.2,True,Paid
101933,C02859,2025-10-10,2025-10-15,NY,Sports,7,1027.26,0.05,False,Paid
101934,C00440,2025-02-20,2025-02-26,AZ,Books,2,698.53,0.2,False,Paid
101935,C00491,2025-04-15,2025-04-24,TX,Clothing,4,844.54,0.0,False,Paid
101936,C01118,2025-05-08,2025-05-16,TX,Clothing,1,1050.78,0.05,False,Paid
101937,C01663,2025-08-15,2025-08-21,CA,Furniture,2,1148.37,0.2,True,Paid
101938,C02879,2025-08-10,2025-08-14,CA,Furniture,3,1449.08,0.1,False,Paid
101939,C00623,2025-10-19,2025-10-23,NY,Electronics,7,1297.35,0.05,False,Failed
101940,C00494,2025-04-19,2025-04-20,NY,Clothing,2,492.47,0.0,False,Paid
101941,C00760,2025-05-21,2025-05-26,WA,Books,2,1093.62,0.1,False,Paid
101942,C02623,2025-05-22,2025-05-25,TX,Electronics,2,123.19,0.2,False,Paid
101943,C00091,2025-01-18,2025-01-26,FL,Clothing,2,212.95,0.05,True,Paid
101944,C01141,2025-09-27,2025-10-04,CA,Books,4,694.82,0.1,True,Paid
101945,C00357,2025-07-15,2025-07-24,FL,Clothing,2,694.84,0.05,False,Paid
101946,C00472,2025-06-23,2025-07-02,CO,Sports,3,763.57,,False,Paid
101947,C02750,2025-12-30,2026-01-03,OR,Furniture,4,718.04,0.15,False,Paid
101948,C00005,2025-03-07,2025-03-11,OR,Sports,6,965.65,0.15,False,Paid
101949,C00965,2025-12-20,2025-12-26,NY,Books,1,1431.97,0.15,False,Paid
101950,C02746,2025-09-06,2025-09-10,CA,Clothing,3,267.31,0.1,False,Paid
101951,C01824,2025-03-22,2025-03-25,FL,Sports,4,542.62,0.2,False,Pending
101952,C00216,2025-09-05,2025-09-12,WA,Sports,7,120.66,0.15,False,Paid
101953,C01395,2025-10-03,2025-10-08,OR,Electronics,7,307.97,0.0,False,Paid
101954,C02912,2025-05-13,2025-05-22,CA,Electronics,7,1481.08,0.05,False,Paid
101955,C01201,2025-05-06,2025-05-08,CO,Sports,4,68.94,0.2,False,Paid
101956,C01586,2025-11-01,2025-11-05,WA,Furniture,1,328.38,0.05,False,Paid
101957,C01596,2025-02-28,2025-03-05,CA,Clothing,7,645.49,0.2,True,Paid
101958,C01981,2025-01-05,2025-01-14,AZ,Clothing,5,446.08,0.2,True,Paid
101959,C00562,2025-09-01,2025-09-07,CO,Sports,7,822.38,0.2,False,Paid
101960,C02519,2025-11-27,2025-11-28,NY,Books,7,1485.77,0.15,False,Paid
101961,C02965,2025-07-02,2025-07-06,CA,Books,6,1058.86,0.0,False,Paid
101962,C00428,2025-02-19,2025-02-27,Calif,Electronics,3,614.73,0.0,False,Paid
101963,C02455,2025-07-16,2025-07-19,TX,Sports,5,1027.58,0.1,False,Paid
101964,C02450,2025-04-02,2025-04-06,TX,Sports,5,1309.66,0.05,False,Paid
101965,C02225,2025-10-29,2025-10-31,FL,Books,7,351.21,0.2,False,Paid
101966,C01113,2025-08-12,,WA,Clothing,2,1078.22,0.2,False,Pending
101967,C01406,2025-05-03,2025-05-05,CA,Clothing,4,924.79,0.15,False,Paid
101968,C02517,2025-08-16,2025-08-20,FL,Clothing,5,1103.39,0.2,False,Paid
101969,C00459,2025-09-01,2025-09-08,WA,Furniture,2,135.4,0.0,False,Paid
101970,C02486,2025-09-05,2025-09-14,AZ,Furniture,3,1102.08,0.15,False,Paid
101971,C02762,2025-05-14,2025-05-16,TX,Sports,7,1184.16,0.2,False,Pending
101972,C02045,2025-07-28,2025-07-31,CO,Electronics,1,1033.98,0.2,False,Paid
101973,C01024,2025-01-16,2025-01-18,FL,Sports,4,303.89,0.2,False,Paid
101974,C01677,2025-05-28,2025-06-01,TX,Books,5,250.4,0.2,False,Pending
101975,C00151,2025-05-18,2025-05-27,NY,Furniture,7,1110.18,0.15,True,Paid
101976,C02795,2025-07-15,2025-07-18,CO,Furniture,2,975.09,0.0,False,Paid
101977,C01027,2025-12-13,2025-12-16,CA,Clothing,3,1475.62,0.1,False,Paid
101978,C00172,2025-12-15,2025-12-19,AZ,Books,1,687.57,0.2,False,Paid
101979,C02383,2025-06-26,2025-07-05,OR,Electronics,3,351.68,0.15,False,Paid
101980,C01973,2025-08-24,2025-08-29,CO,Clothing,7,1156.89,0.05,False,Paid
101981,C01868,2025-02-09,2025-02-15,TX,Furniture,6,1125.3,0.15,True,Paid
101982,C00163,2025-06-26,2025-07-04,FL,Books,3,788.83,0.0,False,Paid
101983,C02252,2025-09-09,2025-09-16,CO,Books,5,1121.61,0.05,False,Paid
101984,C01912,2025-09-07,2025-09-13,WA,Electronics,7,472.78,0.15,False,Paid
101985,C02381,2025-12-18,2025-12-24,CA,Electronics,4,331.42,0.15,False,Paid
101986,C02482,2025-06-20,2025-06-25,OR,Electronics,3,197.88,0.1,False,Paid
101987,C00636,2025-11-28,2025-11-30,NY,Books,7,442.81,0.05,False,Paid
101988,C00632,2025-12-24,2025-12-28,FL,Books,6,985.3,0.1,False,Paid
101989,C02771,2025-07-28,2025-08-05,OR,Furniture,4,395.06,0.0,False,Paid
101990,C01593,2025-02-03,2025-02-04,CO,Electronics,1,1326.32,0.2,False,Paid
101991,C01314,2025-05-18,2025-05-26,NY,Sports,1,382.15,0.2,False,Paid
101992,C00862,2025-10-07,2025-10-13,FL,Books,1,1029.83,0.15,False,Paid
101993,C01917,2025-07-31,2025-08-04,CO,Books,5,796.07,0.05,True,Paid
101994,C02262,2025-12-08,2025-12-10,CO,Clothing,2,325.21,0.0,True,Pending
101995,C00007,2025-10-25,,WA,Sports,1,838.73,0.0,False,Paid
101996,C01658,2025-01-24,2025-01-25,WA,Books,5,1432.55,0.05,False,Paid
101997,C02980,2025-11-11,2025-11-16,FL,Books,4,1416.82,0.2,False,Paid
101998,C00842,2025-05-11,2025-05-13,NY,Clothing,4,444.48,0.05,False,Failed
101999,C00843,2025-10-26,2025-11-04,OR,Furniture,2,809.37,0.15,False,Paid
102000,C02634,2025-07-05,2025-07-07,FL,Furniture,2,234.78,0.0,False,Paid
102001,C00187,2025-06-16,2025-06-24,FL,Furniture,2,708.86,0.2,False,Pending
102002,C01193,2025-01-27,2025-02-02,CO,Books,5,489.03,0.0,False,Paid
102003,C01375,2025-02-13,2025-02-14,WA,Sports,7,1394.93,,False,Paid
102004,C02393,2025-08-06,2025-08-13,AZ,Books,7,952.7,0.0,False,Paid
102005,C00387,2025-07-27,2025-08-04,TX,Sports,1,285.54,0.15,False,Paid
102006,C01302,2025-07-22,2025-07-24,CO,Clothing,5,1488.59,0.0,False,Paid
102007,C00457,2025-02-27,2025-03-08,CA,Sports,6,1044.32,0.0,False,Paid
102008,C02363,2025-07-06,2025-07-14,AZ,Sports,1,210.67,0.05,False,Paid
102009,C01897,2025-01-23,2025-01-30,CA,Sports,5,1201.33,0.0,False,Paid
102010,C01490,2025-02-22,2025-02-26,CO,Furniture,4,840.76,0.05,False,Paid
102011,C01179,2025-07-02,2025-07-04,CO,Furniture,2,606.39,0.05,False,Paid
102012,C00460,2025-08-14,2025-08-18,AZ,Electronics,6,302.51,0.2,False,Paid
102013,C02765,2025-08-28,2025-09-05,AZ,Furniture,7,424.11,0.1,False,Paid
102014,C01943,2025-12-25,2025-12-31,OR,Books,5,259.21,0.1,False,Pending
102015,C00958,2025-11-08,2025-11-14,TX,Books,2,1207.0,0.15,False,Paid
102016,C01242,2025-05-19,2025-05-27,CO,Electronics,4,416.73,0.0,False,Paid
102017,C02178,2025-10-13,2025-10-17,NY,Clothing,4,710.24,0.0,False,Paid
102018,C02158,2025-02-04,2025-02-05,AZ,Books,7,1452.19,0.0,False,Paid
102019,C01383,2025-11-09,2025-11-17,FL,Sports,6,1491.89,0.2,False,Failed
102020,C00909,2025-05-22,2025-05-28,FL,Sports,5,1188.99,0.15,False,Paid
102021,C01980,2025-10-05,2025-10-11,WA,Clothing,6,1200.38,0.2,False,Paid
102022,C01975,2025-12-21,2025-12-27,OR,Furniture,5,1417.82,0.2,False,Pending
102023,C01799,2025-09-14,2025-09-22,OR,Books,3,1197.27,0.0,False,Paid
102024,C00219,2025-12-02,2025-12-09,NY,Electronics,1,681.92,0.0,False,Paid
102025,C01418,2025-01-04,2025-01-11,FL,Books,6,99.86,0.2,False,Paid
102026,C01842,2025-03-04,2025-03-12,TX,Books,4,320.47,0.1,True,Paid
102027,C02850,2025-08-17,2025-08-20,TX,Furniture,7,672.38,0.15,False,Paid
102028,C01577,2025-07-17,2025-07-24,CA,Clothing,5,405.46,0.05,True,Paid
102029,C01028,2025-02-13,2025-02-22,NY,Books,4,500.48,0.1,False,Failed
102030,C01667,2025-09-20,2025-09-23,FL,Clothing,5,97.81,0.2,False,Paid
102031,C00532,2025-01-22,2025-01-28,TX,Furniture,5,832.67,0.1,True,Paid
102032,C00272,2025-12-28,2026-01-04,FL,Electronics,7,533.85,0.15,False,Paid
102033,C02034,2025-02-27,2025-03-04,CA,Clothing,3,395.67,0.15,False,Paid
102034,C02958,2025-06-12,2025-06-21,AZ,Furniture,3,919.46,0.2,True,Paid
102035,C02538,2025-10-28,2025-11-01,FL,Books,3,422.4,0.05,False,Paid
102036,C01751,2025-07-07,2025-07-09,FL,Books,1,719.63,0.2,False,Paid
102037,C00121,2025-09-29,2025-10-01,FL,Furniture,4,377.14,0.15,False,Paid
102038,C02963,2025-09-14,2025-09-22,WA,Furniture,4,1023.97,0.2,False,Paid
102039,C01349,2025-12-13,2025-12-20,CO,Furniture,2,1282.69,0.05,False,Paid
102040,C00869,2025-06-19,2025-06-25,FL,Clothing,6,131.75,0.0,False,Paid
102041,C02677,2025-12-24,2025-12-28,TX,Sports,5,1231.58,0.0,False,Paid
102042,C02239,2025-07-08,2025-07-12,CO,Electronics,2,1279.03,0.05,False,Pending
102043,C02249,2025-11-23,2025-12-02,FL,Books,2,1447.74,0.1,False,Pending
102044,C00833,2025-09-25,2025-10-02,WA,Sports,5,1243.48,0.05,False,Paid
102045,C02975,2025-02-18,2025-02-27,CO,Electronics,1,833.06,0.05,True,Paid
102046,C01359,2025-08-23,2025-08-31,TX,Furniture,2,114.68,0.2,False,Paid
102047,C01594,2025-11-17,2025-11-24,FL,Sports,4,120.93,0.15,False,Paid
102048,C02253,2025-02-16,2025-02-21,FL,Clothing,7,303.08,0.15,False,Paid
102049,C01980,2025-11-03,2025-11-06,CO,Clothing,1,676.18,0.15,False,Paid
102050,C00517,2025-02-08,2025-02-14,NY,Electronics,4,1433.61,0.2,True,Paid
102051,C00908,2025-11-14,2025-11-21,CO,Clothing,4,271.28,0.05,True,Paid
102052,C01084,2025-10-15,2025-10-20,WA,Sports,2,812.81,0.2,False,Paid
102053,C02842,2025-02-25,2025-02-26,AZ,Sports,4,1497.13,0.2,False,Paid
102054,C02143,2025-09-23,2025-10-02,TX,Clothing,5,30.53,0.05,False,Pending
102055,C01099,2025-02-12,2025-02-20,CO,Clothing,1,80.0,0.05,False,Paid
102056,C02204,2025-07-27,2025-07-31,Calif,Furniture,7,412.17,0.0,False,Paid
102057,C02215,2025-12-04,2025-12-09,FL,Sports,2,345.47,0.15,False,Paid
102058,C01183,2025-03-17,2025-03-19,CA,Sports,3,752.92,0.05,False,Paid
102059,C01210,2025-03-05,2025-03-14,OR,Sports,1,636.47,0.05,False,Paid
102060,C02682,2025-06-04,2025-06-07,TX,Sports,5,879.63,0.15,False,Pending
102061,C01685,2025-05-15,2025-05-19,CO,Books,5,229.15,0.0,False,Paid
102062,C00449,2025-01-18,2025-01-22,OR,Books,1,1031.91,0.0,False,Paid
102063,C02159,2025-06-16,2025-06-19,AZ,Books,3,329.89,0.2,False,Paid
102064,C01769,2025-04-05,2025-04-11,CO,Furniture,6,683.47,0.0,False,Paid
102065,C01527,2025-02-15,2025-02-24,CA,Electronics,5,59.69,0.2,False,Paid
102066,C02175,2025-04-11,2025-04-19,AZ,Electronics,3,1198.81,0.15,True,Paid
102067,C02721,2025-01-08,2025-01-13,WA,Sports,5,944.39,0.05,False,Paid
102068,C00991,2025-11-30,2025-12-02,CA,Books,6,321.07,0.1,False,Paid
102069,C01258,2025-12-29,2026-01-06,WA,Sports,3,906.61,0.05,False,Paid
102070,C00569,2025-05-15,2025-05-18,NY,Sports,2,661.14,0.1,True,Paid
102071,C01941,2025-11-16,2025-11-25,AZ,Electronics,1,1241.14,0.15,False,Paid
102072,C01208,2025-06-18,2025-06-22,,Clothing,7,1475.74,0.2,False,Paid
102073,C01027,2025-11-30,2025-12-05,TX,Sports,3,195.54,0.05,False,Paid
102074,C02089,2025-03-05,2025-03-09,WA,Electronics,6,740.26,0.1,False,Paid
102075,C01225,2025-04-14,2025-04-19,WA,Sports,3,394.45,0.2,True,Paid
102076,C01393,2025-09-28,2025-09-30,FL,Furniture,5,1127.03,0.0,False,Paid
102077,C01320,2025-03-22,2025-03-27,NY,Electronics,3,61.35,0.0,False,Paid
102078,C00776,2025-10-28,2025-11-01,CA,Sports,5,821.42,0.15,False,Pending
102079,C00378,2025-06-05,2025-06-13,CA,Clothing,7,1287.07,0.0,False,Paid
102080,C02481,2025-05-28,2025-06-02,CA,Clothing,6,590.04,0.2,False,Paid
102081,C00276,2025-06-15,2025-06-24,CO,ELECTRONICS,2,1258.47,0.0,False,Paid
102082,C00975,2025-10-19,2025-10-22,NY,Sports,4,228.87,0.15,True,Paid
102083,C02002,2025-01-03,,OR,Clothing,2,1378.31,0.05,True,Paid
102084,C00394,2025-10-02,2025-10-03,AZ,Books,2,1189.26,0.2,False,Paid
102085,C01966,2025-10-12,2025-10-19,TX,Books,6,592.74,0.2,True,Paid
102086,C02199,2025-10-27,2025-10-28,CA,Clothing,7,204.64,0.15,False,Paid
102087,C01989,2025-12-30,2026-01-02,WA,Electronics,7,785.43,0.15,False,Paid
102088,C00915,2025-10-13,2025-10-22,TX,Furniture,6,1008.94,0.05,False,Paid
102089,C00060,2025-07-12,2025-07-18,AZ,Sports,4,202.1,0.0,False,Paid
102090,C02662,2025-06-20,2025-06-26,AZ,Furniture,4,1400.43,0.05,False,Paid
102091,C00980,2025-05-22,2025-05-30,FL,Sports,4,1146.43,0.0,False,Failed
102092,C02415,2025-10-29,2025-11-05,CO,Sports,6,1427.93,0.15,True,Pending
102093,C00594,2025-05-24,2025-06-01,OR,Clothing,1,455.87,0.05,False,Paid
102094,C00488,2025-07-29,2025-08-04,TX,Electronics,6,655.81,0.1,False,Paid
102095,C02334,2025-02-05,2025-02-10,WA,Clothing,6,367.76,0.15,False,Paid
102096,C02819,2025-04-26,2025-04-28,TX,Sports,7,417.94,0.15,False,Pending
102097,C02582,2025-04-08,2025-04-12,CO,Electronics,5,226.48,0.1,False,Paid
102098,C02253,2025-06-08,2025-06-15,NY,Books,4,196.6,0.15,False,Paid
